MessageType,utcTimeMillis,MeasurementX,MeasurementY,MeasurementZ,BiasX,BiasY,BiasZ
UncalAccel,1609797052796,-0.5475155,9.469667,-0.7502638,0.0,0.0,0.0
UncalMag,1609797052798,43.64913,-9.931714,-118.581924,-31.0773,51.787903,-198.1201
UncalGyro,1609797052807,-0.04008039,0.1299658,-0.022367317,0.0,0.0,0.0
UncalMag,1609797052808,42.45709,-7.179144,-117.09632,-31.0773,51.787903,-198.1201
UncalAccel,1609797052816,-1.4528558,10.167832,-0.7718196,0.0,0.0,0.0
UncalMag,1609797052818,42.789093,-6.732413,-117.28144,-31.0773,51.787903,-198.1201
UncalGyro,1609797052827,-0.023034824,0.1262371,-0.0146435425,0.0,0.0,0.0
UncalMag,1609797052828,44.713146,-5.8230834,-116.58733,-31.0773,51.787903,-198.1201
UncalAccel,1609797052836,-0.99060535,9.915152,-0.6077565,0.0,0.0,0.0
UncalMag,1609797052838,44.056633,-4.246408,-115.62974,-31.0773,51.787903,-198.1201
UncalGyro,1609797052847,-0.041145742,0.12384005,-0.018904934,0.0,0.0,0.0
UncalMag,1609797052848,44.189327,-2.4419494,-114.53747,-31.0773,51.787903,-198.1201
UncalAccel,1609797052856,-1.4516582,10.170229,-0.8963636,0.0,0.0,0.0
UncalMag,1609797052858,44.973835,-2.350131,-114.240524,-31.0773,51.787903,-198.1201
UncalGyro,1609797052867,-0.041678417,0.12463908,-0.005854421,0.0,0.0,0.0
UncalMag,1609797052868,44.604866,-1.4179597,-112.47464,-31.0773,51.787903,-198.1201
UncalAccel,1609797052876,-1.3678305,10.048079,-0.5742255,0.0,0.0,0.0
UncalMag,1609797052878,45.054455,-1.3737669,-113.24185,-31.0773,51.787903,-198.1201
UncalGyro,1609797052887,-0.031291272,0.119845,-0.003457388,0.0,0.0,0.0
UncalMag,1609797052888,44.950993,-0.5633333,-113.14666,-31.0773,51.787903,-198.1201
UncalAccel,1609797052896,-0.87324643,9.561878,-0.56344754,0.0,0.0,0.0
UncalMag,1609797052898,43.579376,0.093512,-114.10601,-31.0773,51.787903,-198.1201
UncalGyro,1609797052907,-0.037417024,0.11584995,-0.006387095,0.0,0.0,0.0
UncalMag,1609797052908,44.574593,1.7003633,-115.443436,-31.0773,51.787903,-198.1201
UncalAccel,1609797052916,-0.70559084,9.723545,-0.72152287,0.0,0.0,0.0
UncalMag,1609797052918,44.432182,1.2888705,-113.7351,-31.0773,51.787903,-198.1201
UncalGyro,1609797052927,-0.028095227,0.11238757,-0.01490988,0.0,0.0,0.0
UncalMag,1609797052928,42.852146,1.366617,-115.568474,-31.0773,51.787903,-198.1201
UncalAccel,1609797052936,-0.7618752,9.687618,-0.7837949,0.0,0.0,0.0
UncalMag,1609797052938,45.024986,1.4778992,-115.42861,-31.0773,51.787903,-198.1201
UncalGyro,1609797052947,-0.029959587,0.10493014,-0.03355347,0.0,0.0,0.0
UncalMag,1609797052948,45.075268,1.7709228,-113.92343,-31.0773,51.787903,-198.1201
UncalAccel,1609797052956,-0.8157645,9.49242,-0.650868,0.0,0.0,0.0
UncalMag,1609797052958,46.1376,1.6138278,-114.37246,-31.0773,51.787903,-198.1201
UncalGyro,1609797052967,-0.044341788,0.103065774,-0.040478237,0.0,0.0,0.0
UncalMag,1609797052968,43.400192,2.1293058,-113.79259,-31.0773,51.787903,-198.1201
UncalAccel,1609797052976,-0.8337276,9.715163,-0.36705104,0.0,0.0,0.0
UncalMag,1609797052978,44.73304,1.3189178,-114.19574,-31.0773,51.787903,-198.1201
UncalGyro,1609797052987,-0.0049239043,0.1046638,-0.045272302,0.0,0.0,0.0
UncalMag,1609797052988,42.986263,0.57200336,-114.29134,-31.0773,51.787903,-198.1201
UncalAccel,1609797052996,-1.007371,10.323513,-0.87361044,0.0,0.0,0.0
UncalMag,1609797052998,43.828354,1.3612247,-113.28106,-31.0773,51.787903,-198.1201
UncalMag,1609797053000,45.199657,1.3718996,-114.20055,-31.0773,51.787903,-198.1201
UncalGyro,1609797053007,-0.03528633,0.10333211,-0.045804977,0.0,0.0,0.0
UncalAccel,1609797053008,-1.0660504,9.895992,-0.31795186,0.0,0.0,0.0
UncalMag,1609797053010,45.986767,1.7321321,-114.53316,-31.0773,51.787903,-198.1201
UncalGyro,1609797053019,-0.031291272,0.10466379,-0.03728219,0.0,0.0,0.0
UncalMag,1609797053020,44.773598,2.0075316,-114.24481,-31.0773,51.787903,-198.1201
UncalAccel,1609797053028,-0.94030863,9.828929,-0.4377058,0.0,0.0,0.0
UncalMag,1609797053030,43.463097,0.6302581,-113.83871,-31.0773,51.787903,-198.1201
UncalGyro,1609797053039,-0.0019941991,0.10466379,-0.040211897,0.0,0.0,0.0
UncalMag,1609797053040,44.78332,1.6119413,-112.69056,-31.0773,51.787903,-198.1201
UncalAccel,1609797053048,-0.8540858,9.72115,-0.37663132,0.0,0.0,0.0
UncalMag,1609797053050,45.209877,1.3771731,-113.74311,-31.0773,51.787903,-198.1201
UncalGyro,1609797053059,-0.010250646,0.10333211,-0.048202015,0.0,0.0,0.0
UncalMag,1609797053060,42.995674,0.8439332,-114.61594,-31.0773,51.787903,-198.1201
UncalAccel,1609797053068,-1.0600626,9.99419,-0.24849455,0.0,0.0,0.0
UncalMag,1609797053070,44.692173,1.297824,-116.02552,-31.0773,51.787903,-198.1201
UncalGyro,1609797053079,0.014785035,0.10439745,-0.043940615,0.0,0.0,0.0
UncalMag,1609797053080,44.06352,0.556146,-114.44523,-31.0773,51.787903,-198.1201
UncalAccel,1609797053088,-1.20257,10.263636,-0.78978264,0.0,0.0,0.0
UncalMag,1609797053090,44.316204,0.16072083,-115.9438,-31.0773,51.787903,-198.1201
UncalGyro,1609797053099,-0.009984309,0.10146775,-0.044473294,0.0,0.0,0.0
UncalMag,1609797053100,43.503654,1.3188721,-113.88778,-31.0773,51.787903,-198.1201
UncalAccel,1609797053108,-1.3307067,9.620558,-0.3490879,0.0,0.0,0.0
UncalMag,1609797053110,45.31173,1.100052,-115.402374,-31.0773,51.787903,-198.1201
UncalGyro,1609797053119,0.0030662054,0.101201415,-0.040478237,0.0,0.0,0.0
UncalMag,1609797053120,43.30254,1.1441529,-115.55365,-31.0773,51.787903,-198.1201
UncalAccel,1609797053128,-1.608536,9.987004,-0.43531078,0.0,0.0,0.0
UncalMag,1609797053130,43.68903,0.621634,-117.65394,-31.0773,51.787903,-198.1201
UncalGyro,1609797053139,0.01878009,0.09907072,-0.030623764,0.0,0.0,0.0
UncalMag,1609797053140,43.555225,0.74872756,-117.05222,-31.0773,51.787903,-198.1201
UncalAccel,1609797053148,-1.5330911,9.995388,-0.43171817,0.0,0.0,0.0
UncalMag,1609797053150,44.172676,0.68340456,-116.89634,-31.0773,51.787903,-198.1201
UncalGyro,1609797053159,0.0043978896,0.09454298,-0.021301968,0.0,0.0,0.0
UncalMag,1609797053160,43.68903,0.621634,-117.65394,-31.0773,51.787903,-198.1201
UncalAccel,1609797053168,-1.3438797,9.613371,-0.15867904,0.0,0.0,0.0
UncalMag,1609797053170,44.97681,1.0524261,-116.46654,-31.0773,51.787903,-198.1201
UncalGyro,1609797053179,0.03662467,0.09161328,-0.01757325,0.0,0.0,0.0
UncalMag,1609797053180,45.46225,1.6492674,-117.12052,-31.0773,51.787903,-198.1201
UncalAccel,1609797053188,-1.4229174,10.046881,-0.93708,0.0,0.0,0.0
UncalMag,1609797053190,44.34995,0.84581923,-116.29783,-31.0773,51.787903,-198.1201
UncalGyro,1609797053199,0.012920675,0.08735189,-0.011980172,0.0,0.0,0.0
UncalMag,1609797053200,42.425896,-0.06351027,-116.991936,-31.0773,51.787903,-198.1201
UncalAccel,1609797053208,-1.3738182,9.681632,-0.7334982,0.0,0.0,0.0
UncalMag,1609797053210,44.199116,0.96412355,-116.45853,-31.0773,51.787903,-198.1201
UncalGyro,1609797053219,0.0118553275,0.08442218,-0.009316802,0.0,0.0,0.0
UncalMag,1609797053220,44.199116,0.96412355,-116.45853,-31.0773,51.787903,-198.1201
UncalAccel,1609797053228,-1.3414845,9.854078,-0.52033615,0.0,0.0,0.0
UncalMag,1609797053230,44.148834,0.67109996,-117.96371,-31.0773,51.787903,-198.1201
UncalGyro,1609797053239,0.03156427,0.081492476,-0.0007940172,0.0,0.0,0.0
UncalMag,1609797053240,44.148834,0.67109996,-117.96371,-31.0773,51.787903,-198.1201
UncalAccel,1609797053249,-1.3702254,10.304352,-0.7251155,0.0,0.0,0.0
UncalMag,1609797053250,42.457043,0.3531736,-116.71642,-31.0773,51.787903,-198.1201
UncalGyro,1609797053259,0.014785034,0.078562774,0.0055980706,0.0,0.0,0.0
UncalMag,1609797053260,42.992764,1.2430393,-115.86523,-31.0773,51.787903,-198.1201
UncalAccel,1609797053269,-1.3450773,10.183401,-0.6209295,0.0,0.0,0.0
UncalMag,1609797053270,43.77046,1.3313419,-115.87324,-31.0773,51.787903,-198.1201
UncalGyro,1609797053279,0.003066205,0.07749742,0.019713935,0.0,0.0,0.0
UncalMag,1609797053280,44.985237,0.5226288,-114.59751,-31.0773,51.787903,-198.1201
UncalAccel,1609797053289,-1.2432864,9.895992,-0.7825974,0.0,0.0,0.0
UncalMag,1609797053290,43.468792,1.5679504,-116.194626,-31.0773,51.787903,-198.1201
UncalGyro,1609797053299,-0.007853613,0.0758994,0.03090009,0.0,0.0,0.0
UncalMag,1609797053300,44.21274,0.9711548,-115.8486,-31.0773,51.787903,-198.1201
UncalAccel,1609797053309,-0.7558875,9.517569,-0.80295557,0.0,0.0,0.0
UncalMag,1609797053310,44.759975,2.0005004,-114.85474,-31.0773,51.787903,-198.1201
UncalGyro,1609797053319,-0.011049657,0.069773644,0.030367414,0.0,0.0,0.0
UncalMag,1609797053320,44.55837,1.4249178,-115.423805,-31.0773,51.787903,-198.1201
UncalAccel,1609797053329,-0.2565133,8.970292,-0.7742146,0.0,0.0,0.0
UncalMag,1609797053330,44.045685,0.8140136,-115.98967,-31.0773,51.787903,-198.1201
UncalGyro,1609797053339,-0.01770808,0.06604492,0.018115912,0.0,0.0,0.0
UncalMag,1609797053340,43.51988,1.5943176,-113.90741,-31.0773,51.787903,-198.1201
UncalAccel,1609797053349,0.1398724,8.864909,-0.32513714,0.0,0.0,0.0
UncalMag,1609797053350,43.042732,2.203583,-116.23889,-31.0773,51.787903,-198.1201
UncalGyro,1609797053359,-0.0041248966,0.060718182,-0.003990062,0.0,0.0,0.0
UncalMag,1609797053360,43.342606,1.431903,-114.50592,-31.0773,51.787903,-198.1201
UncalAccel,1609797053369,0.008143008,9.795398,-0.49159515,0.0,0.0,0.0
UncalMag,1609797053370,42.565403,1.7444642,-115.59471,-31.0773,51.787903,-198.1201
UncalGyro,1609797053379,0.025704853,0.05778848,-0.015442554,0.0,0.0,0.0
UncalMag,1609797053380,43.020008,1.2571017,-114.64538,-31.0773,51.787903,-198.1201
UncalAccel,1609797053389,-0.45171234,10.214537,-1.0867726,0.0,0.0,0.0
UncalMag,1609797053390,43.34341,1.1652466,-113.723885,-31.0773,51.787903,-198.1201
UncalGyro,1609797053399,-0.034220982,0.052994404,-0.009050464,0.0,0.0,0.0
UncalMag,1609797053400,42.4911,0.37075174,-115.19161,-31.0773,51.787903,-198.1201
UncalAccel,1609797053409,-0.25531578,9.56547,-0.32872975,0.0,0.0,0.0
UncalMag,1609797053410,44.28135,1.4071747,-113.89579,-31.0773,51.787903,-198.1201
UncalGyro,1609797053419,-0.009717971,0.05272807,-0.00771878,0.0,0.0,0.0
UncalMag,1609797053420,42.507324,0.64619744,-115.21124,-31.0773,51.787903,-198.1201
UncalAccel,1609797053429,-0.5427254,10.333094,-0.799363,0.0,0.0,0.0
UncalMag,1609797053430,44.611366,-0.74692386,-114.04852,-31.0773,51.787903,-198.1201
UncalGyro,1609797053439,0.012654338,0.048200343,0.0013366789,0.0,0.0,0.0
UncalMag,1609797053440,40.95955,0.20645124,-114.108215,-31.0773,51.787903,-198.1201
UncalAccel,1609797053449,0.07999541,10.123524,-0.921512,0.0,0.0,0.0
UncalMag,1609797053450,42.324356,-0.45390943,-113.45383,-31.0773,51.787903,-198.1201
UncalGyro,1609797053459,-0.039015047,0.041009244,-0.0037237238,0.0,0.0,0.0
UncalMag,1609797053460,43.36576,-1.0224152,-113.72094,-31.0773,51.787903,-198.1201
UncalAccel,1609797053469,0.2596264,9.582235,-0.2772355,0.0,0.0,0.0
UncalMag,1609797053470,42.616417,-3.0282078,-114.18705,-31.0773,51.787903,-198.1201
UncalGyro,1609797053479,-0.020371454,0.035416167,-0.010648487,0.0,0.0,0.0
UncalMag,1609797053480,42.25797,-3.755658,-114.43973,-31.0773,51.787903,-198.1201
UncalAccel,1609797053489,0.4188992,9.724743,-0.22933388,0.0,0.0,0.0
UncalMag,1609797053490,40.04247,-4.4231057,-114.99779,-31.0773,51.787903,-198.1201
UncalGyro,1609797053499,0.008126608,0.02769239,-0.038081203,0.0,0.0,0.0
UncalMag,1609797053500,42.997025,-6.554178,-115.31061,-31.0773,51.787903,-198.1201
UncalAccel,1609797053509,0.26441655,10.0864,-1.025698,0.0,0.0,0.0
UncalMag,1609797053510,41.58565,-6.8526034,-115.43886,-31.0773,51.787903,-198.1201
UncalGyro,1609797053519,-0.021170463,0.021832978,-0.049001023,0.0,0.0,0.0
UncalMag,1609797053520,43.1798,-7.5198307,-118.44722,-31.0773,51.787903,-198.1201
UncalAccel,1609797053529,-0.15711753,10.060055,-0.58141065,0.0,0.0,0.0
UncalMag,1609797053530,41.33196,-9.253656,-120.45637,-31.0773,51.787903,-198.1201
UncalGyro,1609797053540,-0.027562553,0.018370597,-0.055925783,0.0,0.0,0.0
UncalMag,1609797053540,44.033707,-8.256024,-119.77027,-31.0773,51.787903,-198.1201
UncalAccel,1609797053549,0.06083476,9.815756,-0.113172546,0.0,0.0,0.0
UncalMag,1609797053550,43.491863,-6.682782,-120.64404,-31.0773,51.787903,-198.1201
UncalGyro,1609797053560,0.0051969015,0.014375543,-0.064448565,0.0,0.0,0.0
UncalMag,1609797053560,43.12871,-7.546198,-120.734436,-31.0773,51.787903,-198.1201
UncalAccel,1609797053569,-0.3595018,10.440872,-0.8736104,0.0,0.0,0.0
UncalMag,1609797053570,44.107204,-6.615656,-120.955414,-31.0773,51.787903,-198.1201
UncalGyro,1609797053580,-0.008652624,0.011712171,-0.06285055,0.0,0.0,0.0
UncalMag,1609797053580,44.70231,-4.4933167,-120.802475,-31.0773,51.787903,-198.1201
UncalAccel,1609797053589,-0.4804533,10.043289,-0.22454375,0.0,0.0,0.0
UncalMag,1609797053590,44.159164,-3.0542812,-121.361465,-31.0773,51.787903,-198.1201
UncalGyro,1609797053600,-0.011049657,0.01011415,-0.06471491,0.0,0.0,0.0
UncalMag,1609797053600,43.67032,-3.652881,-120.85996,-31.0773,51.787903,-198.1201
UncalAccel,1609797053609,-0.6385286,10.176215,-0.5059657,0.0,0.0,0.0
UncalMag,1609797053610,44.712902,-1.3539004,-121.94149,-31.0773,51.787903,-198.1201
UncalGyro,1609797053620,0.01425236,0.011445837,-0.061252523,0.0,0.0,0.0
UncalMag,1609797053620,44.66634,-2.312686,-121.415344,-31.0773,51.787903,-198.1201
UncalAccel,1609797053629,-0.86007345,10.359439,-0.9406727,0.0,0.0,0.0
UncalMag,1609797053630,43.439056,-2.445181,-120.64012,-31.0773,51.787903,-198.1201
UncalGyro,1609797053640,-0.010783319,0.013310196,-0.05805648,0.0,0.0,0.0
UncalMag,1609797053640,43.81552,-0.9072143,-121.81866,-31.0773,51.787903,-198.1201
UncalAccel,1609797053649,-0.91396284,9.800188,-0.19101262,0.0,0.0,0.0
UncalMag,1609797053650,43.78518,-1.5905548,-121.31214,-31.0773,51.787903,-198.1201
UncalGyro,1609797053660,0.0017345194,0.015440889,-0.055126775,0.0,0.0,0.0
UncalMag,1609797053660,42.47827,-0.90031147,-119.37435,-31.0773,51.787903,-198.1201
UncalAccel,1609797053669,-1.1259274,10.360637,-0.367051,0.0,0.0,0.0
UncalMag,1609797053670,45.26565,-0.4552463,-120.32789,-31.0773,51.787903,-198.1201
UncalGyro,1609797053680,0.032363277,0.015707226,-0.047403,0.0,0.0,0.0
UncalMag,1609797053680,44.131,0.9289673,-119.50815,-31.0773,51.787903,-198.1201
UncalAccel,1609797053689,-1.1043717,10.288784,-0.7538564,0.0,0.0,0.0
UncalMag,1609797053690,42.880684,0.5175111,-119.01826,-31.0773,51.787903,-198.1201
UncalGyro,1609797053700,-0.008918961,0.014908217,-0.043407947,0.0,0.0,0.0
UncalMag,1609797053700,43.98147,1.1814789,-119.98362,-31.0773,51.787903,-198.1201
UncalAccel,1609797053709,-0.9355185,9.643311,-0.08323404,0.0,0.0,0.0
UncalMag,1609797053710,42.830715,-0.44303256,-118.64459,-31.0773,51.787903,-198.1201
UncalGyro,1609797053720,0.011322653,0.015440889,-0.03461882,0.0,0.0,0.0
UncalMag,1609797053720,44.05069,-0.7149172,-118.62797,-31.0773,51.787903,-198.1201
UncalAccel,1609797053729,-0.7558875,9.99898,-0.60416394,0.0,0.0,0.0
UncalMag,1609797053730,44.563377,-0.104013115,-118.06211,-31.0773,51.787903,-198.1201
UncalGyro,1609797053740,0.02756921,0.013842866,-0.037015855,0.0,0.0,0.0
UncalMag,1609797053740,43.98859,0.5174742,-117.799805,-31.0773,51.787903,-198.1201
UncalAccel,1609797053749,-0.81935716,9.466074,-0.68679416,0.0,0.0,0.0
UncalMag,1609797053750,43.34761,-0.09702784,-117.14422,-31.0773,51.787903,-198.1201
UncalGyro,1609797053760,-0.022502147,0.0077171163,-0.037814863,0.0,0.0,0.0
UncalMag,1609797053760,43.306744,-0.118121624,-118.97399,-31.0773,51.787903,-198.1201
UncalAccel,1609797053769,-0.6828376,8.498462,0.54188186,0.0,0.0,0.0
UncalMag,1609797053770,45.110306,1.592853,-118.94709,-31.0773,51.787903,-198.1201
UncalGyro,1609797053780,0.055800933,0.009581475,-0.04447329,0.0,0.0,0.0
UncalMag,1609797053780,43.33108,0.29504704,-119.00343,-31.0773,51.787903,-198.1201
UncalAccel,1609797053789,-1.4205222,10.278007,-0.8472646,0.0,0.0,0.0
UncalMag,1609797053790,44.28264,0.54400635,-118.565414,-31.0773,51.787903,-198.1201
UncalGyro,1609797053800,0.080303945,0.005586419,-0.022899989,0.0,0.0,0.0
UncalMag,1609797053800,43.22062,0.033581406,-116.23754,-31.0773,51.787903,-198.1201
UncalAccel,1609797053809,-1.3019658,10.136696,-1.1035382,0.0,0.0,0.0
UncalMag,1609797053810,44.131805,0.6623109,-118.72611,-31.0773,51.787903,-198.1201
UncalGyro,1609797053820,-0.019572442,0.0042547346,-0.010115813,0.0,0.0,0.0
UncalMag,1609797053820,42.753693,0.6481203,-118.11158,-31.0773,51.787903,-198.1201
UncalAccel,1609797053829,-0.95827174,9.140344,-0.055690646,0.0,0.0,0.0
UncalMag,1609797053830,43.97156,0.5086851,-118.56221,-31.0773,51.787903,-198.1201
UncalGyro,1609797053840,0.044881117,0.008782463,0.005065397,0.0,0.0,0.0
UncalMag,1609797053840,44.569695,-0.5013614,-116.66034,-31.0773,51.787903,-198.1201
UncalAccel,1609797053849,-1.1858044,10.380995,-1.2005389,0.0,0.0,0.0
UncalMag,1609797053850,44.373478,1.5256441,-117.10931,-31.0773,51.787903,-198.1201
UncalGyro,1609797053860,0.043815766,0.005053745,0.014387192,0.0,0.0,0.0
UncalMag,1609797053860,44.270016,2.336078,-117.014114,-31.0773,51.787903,-198.1201
UncalAccel,1609797053869,-0.6217631,9.942696,-0.8724129,0.0,0.0,0.0
UncalMag,1609797053870,44.499977,0.99417126,-116.919174,-31.0773,51.787903,-198.1201
UncalGyro,1609797053880,-0.01531105,-0.0013383441,0.01465353,0.0,0.0,0.0
UncalMag,1609797053880,42.801556,1.7411135,-118.95251,-31.0773,51.787903,-198.1201
UncalAccel,1609797053889,-0.27806905,9.35111,-0.09281434,0.0,0.0,0.0
UncalMag,1609797053890,43.571945,1.4250368,-118.16866,-31.0773,51.787903,-198.1201
UncalGyro,1609797053900,0.041951407,-0.00080566993,0.010658475,0.0,0.0,0.0
UncalMag,1609797053900,43.613308,1.8469943,-117.43571,-31.0773,51.787903,-198.1201
UncalAccel,1609797053909,-0.68523264,10.501946,-1.2340698,0.0,0.0,0.0
UncalMag,1609797053910,43.39498,0.59510183,-116.88833,-31.0773,51.787903,-198.1201
UncalGyro,1609797053920,0.039554376,-0.005333399,0.007995104,0.0,0.0,0.0
UncalMag,1609797053920,44.086735,1.9034913,-117.135544,-31.0773,51.787903,-198.1201
UncalAccel,1609797053929,-0.231365,9.931917,-0.95983326,0.0,0.0,0.0
UncalMag,1609797053930,44.222645,1.6439483,-117.270004,-31.0773,51.787903,-198.1201
UncalGyro,1609797053940,-0.004923906,-0.009328455,0.0005376679,0.0,0.0,0.0
UncalMag,1609797053940,45.2368,1.0613801,-118.75696,-31.0773,51.787903,-198.1201
UncalAccel,1609797053949,-0.032573353,9.655285,-0.44010094,0.0,0.0,0.0
UncalMag,1609797053950,44.967087,1.4480164,-118.02079,-31.0773,51.787903,-198.1201
UncalGyro,1609797053960,0.03502665,-0.0063987467,-0.008251455,0.0,0.0,0.0
UncalMag,1609797053960,44.967087,1.4480164,-118.02079,-31.0773,51.787903,-198.1201
UncalAccel,1609797053969,-0.18466094,10.530687,-1.2256873,0.0,0.0,0.0
UncalMag,1609797053970,45.295193,1.4921267,-117.26159,-31.0773,51.787903,-198.1201
UncalGyro,1609797053980,0.021177124,-0.009062117,-0.015442554,0.0,0.0,0.0
UncalMag,1609797053980,45.295193,1.4921267,-117.26159,-31.0773,51.787903,-198.1201
UncalAccel,1609797053989,-0.11520362,10.234895,-1.1466496,0.0,0.0,0.0
UncalMag,1609797053990,42.92155,0.5386049,-117.188484,-31.0773,51.787903,-198.1201
UncalGyro,1609797054000,-0.010516985,-0.010660139,-0.013045521,0.0,0.0,0.0
UncalMag,1609797054000,43.56253,1.1531069,-117.84407,-31.0773,51.787903,-198.1201
UncalAccel,1609797054000,0.12190932,9.595409,-0.5586574,0.0,0.0,0.0
UncalMag,1609797054002,44.620964,0.59338963,-117.34878,-31.0773,51.787903,-198.1201
UncalGyro,1609797054011,0.003865216,-0.011725487,-0.02929208,0.0,0.0,0.0
UncalMag,1609797054012,43.68984,0.35497764,-116.87191,-31.0773,51.787903,-198.1201
UncalAccel,1609797054020,-0.056524158,9.9714365,-1.0448587,0.0,0.0,0.0
UncalMag,1609797054022,43.676407,2.4137053,-116.10263,-31.0773,51.787903,-198.1201
UncalGyro,1609797054031,0.011056316,-0.013323508,-0.038347542,0.0,0.0,0.0
UncalMag,1609797054032,44.70239,1.3030975,-115.56807,-31.0773,51.787903,-198.1201
UncalAccel,1609797054040,-0.044548757,9.991795,-1.1023406,0.0,0.0,0.0
UncalMag,1609797054042,44.18289,0.6886781,-116.438896,-31.0773,51.787903,-198.1201
UncalGyro,1609797054051,-0.013713028,-0.015720543,-0.047136664,0.0,0.0,0.0
UncalMag,1609797054052,44.230263,1.3808075,-116.18301,-31.0773,51.787903,-198.1201
UncalAccel,1609797054060,-0.43255174,9.851683,-0.58380574,0.0,0.0,0.0
UncalMag,1609797054062,45.762123,0.8775879,-115.38755,-31.0773,51.787903,-198.1201
UncalGyro,1609797054071,-0.004923906,-0.017052228,-0.05033271,0.0,0.0,0.0
UncalMag,1609797054072,44.493164,0.9906557,-117.22414,-31.0773,51.787903,-198.1201
UncalAccel,1609797054080,-0.4744656,10.014547,-0.8939686,0.0,0.0,0.0
UncalMag,1609797054082,44.155647,0.6746155,-117.658745,-31.0773,51.787903,-198.1201
UncalGyro,1609797054091,0.006794923,-0.017318565,-0.046870325,0.0,0.0,0.0
UncalMag,1609797054092,43.39498,0.59510183,-116.88833,-31.0773,51.787903,-198.1201
UncalAccel,1609797054100,-0.44332957,10.176216,-1.4029231,0.0,0.0,0.0
UncalMag,1609797054102,45.261448,0.8070284,-116.907555,-31.0773,51.787903,-198.1201
UncalGyro,1609797054111,-0.036085337,-0.01785124,-0.050066374,0.0,0.0,0.0
UncalMag,1609797054112,44.409946,-0.2541227,-117.593254,-31.0773,51.787903,-198.1201
UncalAccel,1609797054120,-0.546318,9.618162,-0.27005026,0.0,0.0,0.0
UncalMag,1609797054122,43.974476,0.109579295,-117.31292,-31.0773,51.787903,-198.1201
UncalGyro,1609797054131,-0.003592221,-0.015720543,-0.050865382,0.0,0.0,0.0
UncalMag,1609797054132,43.251453,1.1177857,-117.840866,-31.0773,51.787903,-198.1201
UncalAccel,1609797054140,-0.5726639,10.057659,-0.7610417,0.0,0.0,0.0
UncalMag,1609797054142,43.41702,-0.9250394,-118.76423,-31.0773,51.787903,-198.1201
UncalGyro,1609797054151,0.003865215,-0.017318565,-0.05193073,0.0,0.0,0.0
UncalMag,1609797054152,45.130054,-0.8632231,-118.3146,-31.0773,51.787903,-198.1201
UncalAccel,1609797054160,-0.94629633,9.952276,-0.6532631,0.0,0.0,0.0
UncalMag,1609797054162,44.17719,-1.2463897,-118.43783,-31.0773,51.787903,-198.1201
UncalGyro,1609797054171,-0.022768486,-0.015986878,-0.049533695,0.0,0.0,0.0
UncalMag,1609797054172,45.6849,-1.094394,-120.58859,-31.0773,51.787903,-198.1201
UncalAccel,1609797054180,-1.0756307,9.383444,-0.23053142,0.0,0.0,0.0
UncalMag,1609797054182,45.018288,-2.2562711,-119.588776,-31.0773,51.787903,-198.1201
UncalGyro,1609797054191,0.017714743,-0.0127908345,-0.037548527,0.0,0.0,0.0
UncalMag,1609797054192,45.73227,-0.40226445,-120.332695,-31.0773,51.787903,-198.1201
UncalAccel,1609797054201,-1.2660396,10.119931,-0.92630225,0.0,0.0,0.0
UncalMag,1609797054202,45.604588,-2.7382784,-119.70841,-31.0773,51.787903,-198.1201
UncalGyro,1609797054211,0.017448405,-0.01332351,-0.02103563,0.0,0.0,0.0
UncalMag,1609797054212,45.145275,-2.3868809,-120.49545,-31.0773,51.787903,-198.1201
UncalAccel,1609797054221,-1.3726206,9.836115,-0.29879123,0.0,0.0,0.0
UncalMag,1609797054222,44.966015,-5.1501255,-121.06157,-31.0773,51.787903,-198.1201
UncalGyro,1609797054231,0.02144346,-0.014388857,-0.014377207,0.0,0.0,0.0
UncalMag,1609797054232,45.375046,-5.7945466,-121.77971,-31.0773,51.787903,-198.1201
UncalAccel,1609797054241,-0.93312347,9.9367075,-0.4987804,0.0,0.0,0.0
UncalMag,1609797054242,44.942486,-5.8299503,-120.25009,-31.0773,51.787903,-198.1201
UncalGyro,1609797054251,0.0483435,-0.015187869,-0.011980174,0.0,0.0,0.0
UncalMag,1609797054252,44.868675,-6.8027987,-120.943794,-31.0773,51.787903,-198.1201
UncalAccel,1609797054261,-0.7127761,10.169031,-1.0209079,0.0,0.0,0.0
UncalMag,1609797054262,43.526413,-6.2643404,-120.21604,-31.0773,51.787903,-198.1201
UncalGyro,1609797054271,0.00892562,-0.018117575,-0.012779184,0.0,0.0,0.0
UncalMag,1609797054272,44.799274,-5.9747868,-119.32379,-31.0773,51.787903,-198.1201
UncalAccel,1609797054281,-0.8492957,9.600199,-0.43411326,0.0,0.0,0.0
UncalMag,1609797054282,43.58883,-8.164252,-119.16536,-31.0773,51.787903,-198.1201
UncalGyro,1609797054291,0.037423678,-0.021579957,-0.013311857,0.0,0.0,0.0
UncalMag,1609797054292,43.39564,-9.269632,-117.86539,-31.0773,51.787903,-198.1201
UncalAccel,1609797054301,-0.8756415,9.981016,-1.0340807,0.0,0.0,0.0
UncalMag,1609797054302,43.527035,-7.5993805,-116.45835,-31.0773,51.787903,-198.1201
UncalGyro,1609797054311,0.041685075,-0.021579957,-0.0055880835,0.0,0.0,0.0
UncalMag,1609797054312,43.65552,-5.5300236,-116.300606,-31.0773,51.787903,-198.1201
